grandma	alphabetization	0	0.312142244345023
cabaret	nightspot	1	0.4151634612388171
devilish	midweekly	0	0.34272387711572205
do_it	bed	1	0.20459130746250864
compete	survive	0	0.36908031708470523
inhabitancy	habitation	1	0.35818198837643295
remissness	zone	0	0.34460148641656985
sappy	silly	1	0.3903231246727561
look_into	preconceive	0	0.3906108235786497
half_a_dozen	factoid	0	0.3545537622599144
stature	height	1	0.45700387584604996
corset	stays	1	0.4286898243539642
double-decker	jitney	1	0.48837389595305936
mariner	tar	1	0.30230016565716217
hushed	muted	1	0.41413543839419276
complete	finish	1	0.42902704782470136
decorous	cloaked	0	0.36038311124461747
slacking	farmhand	0	0.31118114586046136
crystalize	gamble	0	0.3253239434554497
tack	plagiarist	0	0.37074194007351036
drum	fit	0	0.2652019416945428
get_laid	reflate	0	0.35158332300048273
apprehension	savvy	1	0.3518426751542161
fraught	priestly	0	0.32993919246566394
take_to_the_woods	recognize	0	0.32021264522021897
pull_up	straighten_up	1	0.3906808584065081
curvy	immune	0	0.3131400781880025
plenty	book	0	0.29376891409965344
electric_chair	gondola	0	0.29612769476753326
canvas	sheet	1	0.4425782218805434
false	faux	1	0.3606673715703685
crescent	unfixed	0	0.3067277000112488
curative	healing	1	0.32955607995632646
get_out	manufacture	0	0.3027221475178178
incredulity	decongestant	0	0.3227673961270685
carry_out	rail	0	0.2626871299843164
arise	come_up	1	0.4035125172417052
high_noon	impecuniousness	0	0.34260837682167355
crazy	harsh	0	0.4060321348499608
confirmative	corroboratory	1	0.530153191449185
office	haircut	0	0.15207067005595956
nourishment	weeder	0	0.28309682179615986
steamy	year-round	0	0.3162287441249786
badger	pester	1	0.19892582988234736
feign	pretend	1	0.4059943783070537
writ	compromise	0	0.4334340996704055
inundation	deluge	1	0.4226493114258536
chagrined	embarrassed	1	0.42195724105560073
pajama	rug	0	0.33395521995913485
knowledgeable	learned	1	0.44154035671767344
bulge	swelling	1	0.2760060254142531
agiotage	exchange_premium	1	0.43884148960674274
summarise	sum	1	0.45886734914486255
spin	mingle	0	0.35033732781632926
pucker	cockle	1	0.26014723580477644
jovial	seventeenth	0	0.40783537308517215
beep	claxon	1	0.32086358662565273
seraglio	beneficiary	0	0.27350117532473983
log	lumber	1	0.46008638203561236
newsagent	caller	0	0.22271506120237833
brilliant	vivid	1	0.30676773696025506
bleakness	desolation	1	0.45317583733848127
Greenwich_Mean_Time	muteness	0	0.32488043295798485
position	inspiration	0	0.388846736463494
coil	dominion	0	0.2746013232496094
untaught	untutored	1	0.5017650357267276
cattleman	cowherd	1	0.2364505172647503
cell_membrane	eruditeness	0	0.40169036644602535
diplomacy	discreetness	1	0.361243599002382
lodge	file	1	0.18240188322189183
wailing	ceaseless	0	0.32202894627336354
devil	daemon	1	0.4336560298032917
accessible	cut	0	0.3773133241483967
hormone	endocrine	1	0.5542376586878694
excreta	cashier	0	0.2819294788470428
brazilwood	station	0	0.25672565514622503
candor	roofing	0	0.24933211734553967
rebel	appear	0	0.37912449091691314
question	snap	0	0.415671087052643
ailing	unwell	1	0.38126057933695656
durable	potted	0	0.31805946984871597
rotor	dyeing	0	0.22439921773366178
cubby	cubbyhole	1	0.4875963664399433
washbasin	rabbinate	0	0.20721427064924824
ovum	cast	0	0.30826043232186007
categoric	alien	0	0.26479012005175045
court_of_law	Neptune	0	0.22521413304538868
sample	try_out	1	0.39567149294148546
flakey	international	0	0.31964588341607586
muckle	ambassador	0	0.35674444103767317
second	irony	0	0.3769008505986502
sadly	woefully	1	0.39625874349714907
infatuated	aggregate	0	0.2997567833371666
collaborator	partner	1	0.3455614762713103
adulthood	game	0	0.3417891714933721
assault	wan	0	0.3421323428307819
printer	pressman	1	0.19771470780299605
fox	relieve	0	0.235993854996503
take_up	joint	0	0.23771175878851025
jell	congeal	1	0.36122199435729274
shape	configuration	1	0.4085397528559835
rickety	severe	0	0.3331564217758637
gilded	luxurious	1	0.33317551522243416
well-being	welfare	1	0.4301830790606884
all_right	OK	1	0.4125332297887352
turn_tail	putt	0	0.20690905362027875
puffiness	lump	1	0.4373653585145525
tidy_sum	wad	1	0.3445800886086339
unmask	uncloak	1	0.3605535836237479
ceaselessly	offensively	0	0.4342044171778063
bed	precipitate	0	0.2437892603173481
component	saucepan	0	0.2891301235820684
mill	hail	0	0.30577487055174174
invite	mess	0	0.34922657645704347
polish	prepare	0	0.3726199573335333
hazelnut	hotfoot	0	0.2350065903912104
passenger	rider	1	0.2895769849206238
obtainment	obtention	1	0.5491754885006614
counsellor	pleader	1	0.37246375013421396
pituitary	seraph	0	0.31865337589552023
adjust	blister	0	0.32962699847140936
take_over	derive	0	0.39964698770165946
slang	drink	0	0.32430517174423823
circular	circumstances	0	0.4695256316323336
flash	flashing	1	0.3111799560411177
dismantle	abound	0	0.33943525699244015
figure_out	puzzle_out	1	0.3662966676570692
boater	hibiscus	0	0.19281265251966756
come_about	take_place	1	0.4073348667954366
regularly	on_a_regular_basis	1	0.3988308404518289
mend	float	0	0.2944450318503272
clapper	vacation	0	0.2741081111423469
discharge	listen	0	0.3528134121505766
buy	shoulder	0	0.32844758832791054
askance	squint	1	0.5017222840360456
artificial	hokey	1	0.29860249730232646
in-law	papaya	0	0.20994873866555416
heathen	infidel	1	0.44038718216734796
office	spot	1	0.20499616030197715
swoon	cream	0	0.2486748635489897
semiannually	least	0	0.5076874718766751
prayer	halite	0	0.27050263231827665
alternate	jump	1	0.3471156768891345
position	billet	1	0.3027246790369728
get_to	reduce	0	0.42806375950692177
useable	operable	1	0.34704475477773455
smell	boardroom	0	0.19869189682691596
engrossing	riveting	1	0.37188370065464704
carving	cutting	1	0.29236327088480385
Greenwich_Time	UT	1	0.37843893037222043
contagious	transmittable	1	0.3868097087930474
maliciousness	depletion	0	0.424349236703212
oecumenical	universal	1	0.31072748722859866
lowbrow	uncultivated	1	0.2747908560622172
tongue	admiral	0	0.25398560882469157
crystallize	diversify	0	0.31127263946890293
Z	ezed	1	0.3478969147342163
antecedence	precedence	1	0.43785916885466436
honeysuckle	periwinkle	0	0.48676053510367445
hello	hi	1	0.49026124665351056
root_word	stem	1	0.4291369864092891
bustle	marathon	0	0.25181412478090837
recapture	panic	0	0.3143735020123399
bottommost	lowermost	1	0.40250845806597846
rake	blood	1	0.2903584668898735
crust	impudence	1	0.266418130361578
aroma	fragrance	1	0.4116371170625165
attention	forgivingness	0	0.3840365477919777
circularize	argue	0	0.33290770482467846
prerequisite	requirement	1	0.49479419373206485
lighthouse	coarseness	0	0.2503445795421576
sop_up	suck_in	1	0.32185566928779996
dispose	dissemble	0	0.3657586466637288
mathematical_function	mapping	1	0.449415565850969
pleasantly	throughout	0	0.38702708195511815
flip	flip_out	1	0.30066265503487466
Modern	optical	0	0.3369803161183652
candlenut	oersted	0	0.23995805297854272
desertion	writing	0	0.32161289894401457
bully	keen	1	0.3005879823639741
biannual	superficial	0	0.4566937428319423
brain	brainiac	1	0.34108511062456703
requirement	dash	0	0.3976443050898115
clutter	disguise	0	0.2704890699769613
mossy	different	0	0.25034994911378694
placental	eutherian	1	0.37081565803802163
flirting	toying	1	0.4009151030289858
informer	blabber	1	0.41398254662141776
testicle	egg	1	0.41165959173652855
sporadically	periodically	1	0.5020934791350438
barely	just	1	0.29798631422030264
break	break_out	1	0.373071482532098
applaud	spat	1	0.32428706745262903
damned	doomed	1	0.39014524980770626
twist	turn	1	0.38050605052174846
patron	cordoba	0	0.25269963284728825
polished	lumbar	0	0.29923407645964395
gag	heave	1	0.30953421523507585
migrant	migratory	1	0.2987108890067698
anchor	keystone	1	0.36405051936809674
catching	communicable	1	0.31849678252605496
chance_upon	discover	1	0.35807199147840757
ancient	prevention	0	0.25471116510905173
foolhardy	heady	1	0.3274170105275055
wrap	wrapper	1	0.38580174999317574
nosebleed	epistaxis	1	0.5381238428316024
defense	abnormality	0	0.33831401915378095
cover	feminism	0	0.39106868271351347
favorableness	advantageousness	1	0.5133936753070059
tungsten	wolfram	1	0.40646259841111676
big	liable	0	0.35081050778074807
crossbill	suavity	0	0.2293161151726482
coppery	cut	0	0.25330905592807207
home_plate	plate	1	0.4030513486821726
fanfare	tucket	1	0.3353425596798199
recur	go_back	1	0.4390015911967019
octonary	limb	0	0.38789211163759696
lavishness	coaster	0	0.24845916191850828
atomizer	nebulizer	1	0.41786848051427866
elicit	prefer	0	0.39917474152082955
prominence	accretion	0	0.4334914175537089
glum	bloodless	0	0.33690550660839724
perfect	pure	1	0.4279732218848153
audacious	insolent	1	0.3892994826006573
exit	encircle	0	0.4024821480328423
birch	Manichaeism	0	0.3380200686885524
animate	sieve	0	0.2671620597075276
water_tap	divisor	0	0.33779971357403665
bulge	doggedness	0	0.3392186646978279
perpetration	rosemary	0	0.3724655443626674
eighties	contact	0	0.32632750757555484
degraded	dissolute	1	0.35747211526641537
curdling	clotting	1	0.2901176142870381
main_office	vent	0	0.2964351360995674
dinero	ink	0	0.3082648260368742
sweep_away	sweep_off	1	0.33669418011330843
ornament	unblock	0	0.3266611213509248
vomiting	community	0	0.29908822572313454
purity	whiteness	1	0.40610428712981206
bristly	spiny	1	0.3440272991262646
xerox	superiority	0	0.3268221954534938
water_supply	water	1	0.42755005384199235
juice	embassy	0	0.20359334629663794
frugal	able	0	0.3833014722138955
make_do	dado	0	0.3303201685738782
fall_upon	light_upon	1	0.4405997591849025
blamed	blessed	1	0.4705195652916804
shamelessly	meanly	0	0.3372907604224077
jaunty	real	0	0.33682811287969566
organise	publish	0	0.40196489275970176
gruffness	shortness	1	0.37245165551544845
smug	self-satisfied	1	0.4315104609228287
rise	rear	1	0.2600456708503226
odd	squared	0	0.3463963793063645
law	courthouse	0	0.26199362181838914
private_parts	balance	0	0.2888436270331805
bewitch	depreciate	0	0.3714624265943877
plenteous	plentiful	1	0.39297331736078867
detector	citizenship	0	0.34464834972794145
lump	die	0	0.3126495772305651
ternary	trey	1	0.18306000215176924
furrow	crinkle	1	0.3016632467285313
daydreamer	tremor	0	0.3764556972427686
peculiar	queer	1	0.3661505897063803
aspiration	frankincense	0	0.27848575697541855
fond	existentialist	0	0.3227646631068933
encomium	hospitalization	0	0.2859719782050285
crown_of_thorns	merlon	0	0.26982289399015835
deletion	cut	1	0.3893000797512578
respite	nose	0	0.33892362062652276
bankrupt	insolvent	1	0.46472070464164317
chronological_sequence	succession	1	0.48548315494545247
35	sarcastic	0	0.35144488370323446
needed	ill	0	0.3817492170210413
drift	purport	1	0.2701654501450358
hap	steal	0	0.3487324846744466
penal	computable	0	0.3431180798445242
sate	fill	1	0.23553558825465531
decrease	reduction	1	0.4660118734818537
bind	bathe	0	0.32148524971482695
steamy	sticky	1	0.3086264663187446
accusative	stemmed	0	0.30717283130752626
twinkle	spark	1	0.4314874942280491
wonderfully	unbelievably	0	0.32837503768012505
swiftness	timer	0	0.29527227895483293
strive	repaint	0	0.2499201251650734
crack	chap	1	0.2902996936253134
cash_in_one's_chips	drive	0	0.34940636085942633
overindulge	taper	0	0.2900700144985393
accountant	comptroller	1	0.3908342145843998
incorporeal	immaterial	1	0.3695841319454548
transmit	invite	0	0.4186490263522016
subjugation	circumference	0	0.3629534677843916
fawn	raise	0	0.23215563823563246
restorative	demanding	0	0.38767991936584056
bump	bolt	0	0.3211578160426348
out	fluctuate	0	0.415043324707145
side_dish	side_order	1	0.49729829916427293
fecundation	mink	0	0.23611019176826004
psychotherapy	subscript	0	0.3592031362203234
withdraw	snag	0	0.32615824860097753
personification	prosopopoeia	1	0.41565288572296105
catapult	acknowledgment	0	0.32290248045743347
lattice	preparation	0	0.28973263063253984
ecstasy	rider	0	0.2294057358136002
acrimony	tartness	1	0.3245880574964184
ill	conscious	0	0.3349392313000639
arousal	envy	0	0.37938758965622915
irritating	hard-hitting	0	0.3693745899604456
rarify	commute	0	0.3306578886706891
rise	kill	0	0.36260921093234
cumulate	blockade	0	0.3517987604395998
suspension	panzer	0	0.4262742297586764
cyclicity	gallery	0	0.292692145342655
time-and-motion_study	time-motion_study	1	0.8336816444699485
customary	fallen	0	0.33875422984090564
droppings	dung	1	0.4422817908194624
busy	occupy	1	0.3655181227206661
film_industry	slugger	0	0.3251000901833391
cast	inherit	0	0.31681099329650714
screechy	intergalactic	0	0.34358457722240965
fabrication	assembly	1	0.3086138450892576
piles	stacks	1	0.29693697568113897
plundering	ordinary	0	0.3702677924621156
newton	Torah	0	0.26582318631365676
boasting	fixer	0	0.3985628265175896
origin	descent	1	0.31793242702493285
sloshed	squiffy	1	0.3771326500143124
hybridisation	interbreeding	1	0.38754801779214276
curate	preschool	0	0.39714636765095473
cumin	string	0	0.2682394560880983
atmosphere	purse	0	0.23431537438617409
sharpness	keenness	1	0.3377115384585687
disagree	tourney	0	0.3452393174115146
choice	prime	1	0.4162163782069904
get_hold_of	defect	0	0.3473156530445882
customs	chair	0	0.25956128982342036
lone_wolf	eaves	0	0.2603963377311465
drift	drawer	0	0.15887686562291414
whisk	whisk_broom	1	0.38968729349160025
succeed	act	0	0.4202738110304538
trucker	courthouse	0	0.24161134790594058
unconditioned	unlearned	1	0.4514582631146557
turnabout	turnaround	1	0.340531670546924
colorlessness	achromatism	1	0.40242921413251537
tranquillity	hayfork	0	0.3572696297653689
toad_frog	salientian	1	0.45479839037384007
up_to_now	as_yet	1	0.39933060202365334
sweetheart	plug	0	0.29984077688379585
agitation	driver	0	0.31963823222656385
charismatic	magnetic	1	0.2517493456652162
leash	horizontality	0	0.29903256391836364
sweat	integrate	0	0.32524526652141417
deceptively	grossly	0	0.39669060037878534
apologist	nonstarter	0	0.4222626864386317
epiphyte	sleep	0	0.16609080560382797
forcemeat	farce	1	0.30387864849230584
astute	undomesticated	0	0.305279191000406
careful	southwest	0	0.400016303936474
bluebell	hookup	0	0.25955949332160166
waterfowl	waterbird	1	0.428624971490187
pitch	deficit	0	0.4326101491891019
groove	dolmen	0	0.22627312636906305
shovel	site	0	0.2856241254189947
reverse	verso	1	0.24927243915047043
cannabis	item	0	0.2809343622008234
peaked	poorly	1	0.38141543971656805
4	orgy	0	0.19668260066532675
great	miserable	0	0.37538391150804834
autocratic	fulfilled	0	0.3952908072706971
recidivate	regress	1	0.4570484732931277
pornography	erotica	1	0.35932781319956186
imperative_mood	anatomy	0	0.37264490230477265
intrude	poke	1	0.3137747564446033
multicoloured	personal	0	0.319580903126334
skim	skim_off	1	0.3578830070252952
solvent	dissolvent	1	0.4935653030083803
component	environmentalist	0	0.30168333986423257
settle	pair	0	0.2788729312659727
nap	signify	0	0.3460101853564538
sobriety	embellishment	0	0.4258239902580463
low	low-spirited	1	0.36674239578252643
spare	give_up	1	0.33611707329802176
glow	comfort	0	0.35348557878359865
pay	remuneration	1	0.41744108402250807
academy	mod	0	0.37384638759746713
repel	repulse	1	0.3144523735493362
confused	blotched	0	0.19057842408582454
honour	handyman	0	0.3239946288797839
storehouse	mazurka	0	0.280596994763313
beginning	rootage	1	0.33333622544139974
coition	preeclampsia	0	0.4001313746482873
sheet	shroud	1	0.3380096936348616
indecent	unbecoming	1	0.36135619718067674
doodad	crawler	0	0.33119789601503
glass	hipbone	0	0.2990841053396974
coy	empathic	0	0.3215055291194462
avail	help	1	0.35392014991499177
denounce	raise	0	0.3636089809266012
rant	jabber	1	0.4069476087161046
sweet	seeded	0	0.33543603244959685
tempo	pace	1	0.3867438130501036
confirm	ripen	0	0.3057293751818597
whistler	rhyme	0	0.326384200596353
eat	smooth	0	0.36436645447167104
assistant	help	1	0.29822449190197914
back	reception	0	0.23179373282057364
electrify	inactivate	0	0.3586192228690035
illogic	thousand	0	0.3610732312894229
domestic	domesticated	1	0.3121436153764976
dissenter	dissident	1	0.4027076963735891
blame	stationary	0	0.3456162535088653
aggressively	sharply	1	0.37096188196108737
craftiness	emu	0	0.22110365997989517
issue	come_forth	1	0.3778482261239974
cumulate	skirl	0	0.3250788698052678
amaze	ascend	0	0.21483745799594867
quaternary	quartet	1	0.27177913422101074
depute	tenure	0	0.3783271765074967
have_sex	kiss	0	0.3637421759854855
discordance	rationality	0	0.4017120088410801
indisputable	sure	1	0.4121650350914395
cast_out	reset	0	0.30563403703756126
fairytale	esophagus	0	0.2561355222034765
farewell	powder	0	0.3435023245794716
notice	remark	1	0.4925409403627222
engraved	fiery	0	0.2183154454845817
crown	crest	1	0.42844776066881485
sex_kitten	sexpot	1	0.4610536799716629
bobble	bury	0	0.2827759359815224
flavour	machine	0	0.22156025769089305
challenging	happy	0	0.3762117175833055
oppose	play_off	1	0.43093835425827165
have_it_off	spectate	0	0.3837911438616651
caustic	allergic	0	0.2915141925964971
breathless	improving	0	0.2853019494209039
scream	squall	1	0.3874276737283159
floodgate	capital	0	0.31411467700789397
vitiate	leverage	0	0.33876547501903587
transposition	infusion	0	0.37075708424764553
recognize	stab	0	0.35712976007293484
administration	governing_body	1	0.38743216805774605
integral	entire	1	0.3658440268069918
intrusiveness	respectability	0	0.4494497630678576
individual	someone	1	0.37640982397947764
win	propose	0	0.32778677999618755
stove	pottery	0	0.23679912093094319
tactics	remission	0	0.40482495161869236
firing	tincture	0	0.2562278721975887
usher_in	transitivize	0	0.3824319552645219
inflate	shower	0	0.2882363743247883
carefree	devil-may-care	1	0.38335095514039297
myriad	ascertainable	0	0.49211450848432414
oneness	unity	1	0.34668675070078303
stick	amaze	1	0.15143903367695802
application	erecting	0	0.27600717835605404
chic	immediate	0	0.37044344222349
bleak	indignant	0	0.3377303655127376
towline	towrope	1	0.34972538272613934
above_all	most_importantly	1	0.4606185069617418
goofy	juicy	0	0.31593270487625147
dandified	boggy	0	0.32088795232903233
barbaric	uncivilized	1	0.3789172452796471
hole-and-corner	hush-hush	1	0.34398497151249796
itch	measure	0	0.3528710330243382
crash	wreck	1	0.32021401554677764
unperturbed	unruffled	1	0.41364769003708246
refrain	desist	1	0.40481719744106825
at_large	escaped	1	0.37288120698367044
kilobyte	miniature	0	0.2788362152281505
earth	passenger	0	0.23421667790217304
trend	cut	1	0.4196209290863527
unshakable	watertight	1	0.3247910893266223
hundred	cactus	0	0.30055539245895146
easygoing	truncate	0	0.3965067734391753
pleasantness	sweetness	1	0.4179861454468804
auxiliary	unrhymed	0	0.42286885404360064
outlet	vent	1	0.35667887177307356
4	lock	0	0.4260339400048602
brawny	animate	0	0.3597411279336098
neology	sensitization	0	0.46291168921078507
trustingly	fractiously	0	0.3852216731744599
guess	pretend	1	0.3800896381916762
bishopric	conspirator	0	0.39306977241038066
adjourn	withdraw	1	0.3982098439019334
grandfather	bowels	0	0.3102140351066962
rule	pirate	0	0.3240027829869533
inclined	augmented	0	0.32327104398869466
cheat	slicker	1	0.3056965373019894
heartache	heartbreak	1	0.519986296282841
add_up	accede	0	0.41222596915007426
ungodliness	godlessness	1	0.4890668485486068
thousand	justification	0	0.3852040630392579
alleviative	youthful	0	0.3443635458883745
despotism	cruise	0	0.28390933571820287
gingko	definition	0	0.3102483561842322
unvoiced	angered	0	0.3360625268482884
heterocyclic_ring	heterocycle	1	0.7838805393359709
uneven	scratchy	1	0.30008871338314697
revolve_around	revolve_about	1	0.4010398547359736
tear	displume	1	0.2849389226626594
humanistic_discipline	arts	1	0.3464568068675171
masterly	low	0	0.35573736651330756
living-room	parlor	1	0.464637853942667
barmy	frank	0	0.24692862122123665
practicable	changed	0	0.4451853944207733
oppose	denature	0	0.42465420900564405
jeer	embarrassment	0	0.38834789398039565
looney	nutcase	1	0.3992728021248376
porcupine	workhorse	0	0.21219736411742895
discover	break	1	0.39781581554621587
bare-ass	bruising	0	0.3888500299596321
calumny	esteem	0	0.39887320634685897
dumpy	unavowed	0	0.30794190692637935
start	starting	1	0.49591588939492315
jade	fag	1	0.24507923632800646
breathing	ventilation	1	0.27967025671396356
birthplace	cradle	1	0.27328557221515976
condescension	caption	0	0.33194266607748135
motivate	racket	0	0.3013356025150009
intend	second	0	0.39371848794539277
reek	drizzle	0	0.27898959551150404
fetter	nub	0	0.27348426180972196
indemnification	nose	0	0.2978940061288765
relief	ducat	0	0.40452134687422636
mandioca	formulary	0	0.20401015750106194
teff	unexpectedness	0	0.27806646985192124
Bahamas	service	0	0.2667440125982795
burp	foal	0	0.2096464568731214
captivity	pubis	0	0.28015759693538406
biotechnology	correction	0	0.3578774449743205
depiction	portraying	1	0.35725893326603686
try	play	0	0.4377465874792059
president	season	0	0.23509946091151773
stinking	cool	0	0.2747820854476125
blow_up	loop	0	0.24855975143704312
at_most	preferably	0	0.4283723833062202
gratuity	bakshish	1	0.29837432588099383
hoi_polloi	phoebe	0	0.2933357114274577
progressive	careful	0	0.42295235083099114
jeeringly	loquaciously	0	0.45822134586462515
shiver	thrill	1	0.37332623366298695
dalliance	toying	1	0.34188922396146165
pebbly	bland	0	0.2720171903654003
joined	united	1	0.3416388419310198
honorable	analytic	0	0.34198893157727633
preventive	encumbrance	1	0.4448576210167213
eyeshade	gallery	0	0.2297512284750124
grant	escalate	0	0.28315054243211474
imprint	transit	0	0.1706749352615482
label	mark	1	0.18738607494962675
memory	storage	1	0.2847286900013778
heavily	intemperately	1	0.3374548115573781
declarative	asserting	1	0.4843377919587891
perseverance	persistence	1	0.5064339216440186
economical	deft	0	0.30398702410277734
attendant	concomitant	1	0.30430041029300897
blowout	universality	0	0.27670814248222975
disruptive	dreamlike	0	0.3144571241946903
ordained	prescribed	1	0.3259781515228739
inkling	glimmer	1	0.3184801515313121
clayey	unscrupulous	0	0.3216621117140813
forgiveness	pardon	1	0.4345060397120776
adventure	annihilation	0	0.3488136684617581
audition	tryout	1	0.4072877057384482
marshy	soggy	1	0.3162411411575945
gasp	eat	0	0.36118833943644324
dispassionateness	directorate	0	0.3358722435814008
stagnation	factorial	0	0.4259188341920844
diagonal	sloping	1	0.4000254944630325
powerfully	brilliantly	0	0.3745005799754024
basic	insignificant	0	0.45152148834121897
engraved	etched	1	0.41197582028154534
exaggerate	snag	0	0.34433181779449556
tumult	turmoil	1	0.387226540353797
leech	parasite	1	0.3857247832300189
secant	sec	1	0.35885064524991594
solecism	slip	1	0.3258921244908364
yak	cackle	1	0.2469570548971604
transaction	dealing	1	0.3986264469607284
gay	merry	1	0.23770829305802355
aberrant	posthumous	0	0.3548635489175113
call_down	tube	0	0.349740351944247
align	pollute	0	0.34502226211608567
imperfect	footbridge	0	0.23417436430494548
deficit	shortage	1	0.4676797616866766
calif	mouth	0	0.29548304402488335
zirconium	solitaire	0	0.31945519709056935
fit	develop	0	0.36690770385813665
gill	hoarder	0	0.22456060125218233
astounded	stunned	1	0.4652626797184185
rubbish	trash	1	0.526883321622736
survive	pull_through	1	0.282652052083191
rampart	bulwark	1	0.3694394081956822
young_lady	cabala	0	0.34048747234519616
apparent	fearful	0	0.30695218175371125
dozens	lots	1	0.3404743258628998
odd	hard-core	0	0.35811761530311387
count	peroration	0	0.35826124323517705
rift	corps	0	0.3313226948734669
III	triad	1	0.3490018643622407
enticing	tempting	1	0.4285913763731166
divide	part	1	0.39520164496351384
market_place	synergy	0	0.3402476511851904
throw_overboard	memorize	0	0.300841048877146
swinging	plunk	0	0.3034236266384027
lot	cubist	0	0.2604169706303194
numerous	legion	1	0.31971134970753506
gear	extra	0	0.44549716470509837
confused	precocious	0	0.4188726334657833
so_far	til_now	1	0.3396315912191537
watcher	ballast	0	0.25878246238346747
scud	prognosis	0	0.27375096063206444
summation	scale	0	0.4762922256196859
trash_can	bratwurst	0	0.16754428921437292
dubiety	dubiousness	1	0.3925272842313692
comment	lodge	0	0.16716241258255216
bind	catch	0	0.3207838719568997
lose_weight	slim	1	0.4174387025101093
hemlock	grounds	0	0.3887493215794281
exchangeable	standardized	1	0.4163875559595301
field_day	picnic	1	0.39710035964401047
backward	deft	0	0.33648486911336256
pedal	entrancement	0	0.23766513125776934
Greenwich_Mean_Time	UT1	1	0.35937711789011195
truth	the_true	1	0.412094302329563
lindy	crimp	0	0.18708932594577926
perish	buy_the_farm	1	0.3854630232523569
one_hundred_thirty	contaminative	0	0.46463392367437323
dig	transporter	0	0.30448189252579344
adverse	inauspicious	1	0.3860541148592027
dependableness	noncombatant	0	0.30370507555508586
covetousness	price	0	0.3532287419952325
geographic_area	tracery	0	0.3143635312387154
inflate	accept	0	0.31521487312706864
entail	burn	0	0.3537640823848309
audacious	crazy	0	0.3694829125560708
stability	stableness	1	0.3896175314213476
repercussion	rebound	1	0.389165393011247
confusion	disarray	1	0.34578372344611336
leftover	oxidized	0	0.2735953737347543
dandy	overpriced	0	0.2727897499449916
unfurl	homologize	0	0.3270452110638244
distasteful	revolting	1	0.35800269365881676
seashore	strip	0	0.26296448014423845
blast	shell	1	0.3499125651553784
handbook	breadfruit	0	0.2315073252171609
confine	career	0	0.34071305750898384
wipe_out	decimate	1	0.2993370710671702
make_love	engage	0	0.4020142671492387
schizophrenia	face	0	0.38324758088018057
unmelodic	unmusical	1	0.442332098898179
slip	beam	0	0.25664608455921756
dilute	thin_out	1	0.3229129509783673
put_out	extend	1	0.3647952386124446
drum	idealization	0	0.3207750126004738
foundation	lightweight	0	0.25417699389898585
entrance	esquire	0	0.18267498179927105
paid	paying	1	0.38440387264598674
outbound	outward	1	0.4292383108714254
mo	minute	1	0.3364618315231101
hasty	lined	0	0.3195890526135393
frozen	glacial	1	0.3295627353014894
renovation	redevelopment	1	0.33757846142040937
public_house	saloon	1	0.47646528337306265
free_radical	bellicosity	0	0.34338980830984317
fond	partial	1	0.3662497808667713
vanish	recur	0	0.375371533603457
